Time (sec),RPM,RPM Rate (RPM/sec),Air Temp (F),Coolant Temp (F),TPS (%),TPS Rate (%/sec),MAP (psi),Battery Volt (V),Fuel Open Time (ms),Fuel Duty Cycle (%),Fuel Angle (deg),Accel Compensation - Fuel (%),Starting Compensation - Fuel (%),Air Temp Compensation - Fuel (%),Coolant Temp Compensation - Fuel (%),U1: Ã¿Ã¿Ã¿Ã¿Ã¿Ã¿Ã¿Ã¿ Compensation - Fuel (%),Ignition Angle (DBTDC),Coolant Temp Compensation - Ignition (deg),   Oil P,  Fuel P,  Comp P,Oil T (F),Res T (F),   EMPTY,  Comp S,Measured AFR #1,Target AFR,Lambda/AFR STF #1 (%),PWM Duty Cycle % #1,PWM Duty Cycle % #2,PWM Duty Cycle % #3,PWM Duty Cycle % #4,Accel Base Comp (%),
36.030,2875,10000,91.6,127.6,5.0,19,11.06,13.60,1.60,7.7,22.7,100.0,100.0,100.0,100.0,100.0,21.5,0.0,0.89,42.25,14.57,118.6,131.2,0.00,46576.0,10.38,14.32,100.0,0.0,0.0,21.0,28.5,100.0,
36.040,2764,-5114,91.6,129.4,4.9,-14,11.13,14.70,1.61,7.4,23.2,100.0,100.0,100.0,100.0,100.0,20.8,0.0,0.88,42.63,14.51,118.6,131.2,0.00,47920.0,10.44,14.55,100.0,0.0,0.0,21.5,27.5,100.0,
36.050,2764,-5114,91.6,129.4,4.7,-14,11.38,14.00,1.61,7.4,23.2,100.0,100.0,100.0,100.0,100.0,20.8,0.0,0.77,42.30,14.56,118.6,131.2,0.00,48072.0,10.47,14.55,100.0,0.0,0.0,21.5,27.5,100.0,
36.060,2793,1350,91.6,129.4,4.9,22,11.24,13.70,1.52,7.1,23.7,100.0,100.0,100.0,100.0,100.0,21.2,0.0,0.74,43.25,14.59,118.6,131.2,0.00,47464.0,10.45,14.48,100.0,0.0,0.0,21.5,27.5,100.0,
36.070,2793,1350,91.6,129.4,4.9,0,10.99,13.50,1.52,7.1,23.7,100.0,100.0,100.0,100.0,100.0,21.2,0.0,0.89,43.42,14.57,118.6,131.2,0.00,46872.0,10.47,14.48,100.0,0.0,0.0,21.5,27.5,100.0,
36.080,2766,-1244,91.6,129.4,4.8,-16,11.03,14.70,1.63,7.5,24.0,100.0,100.0,100.0,100.0,100.0,20.7,0.0,0.75,42.17,14.48,118.6,131.2,0.00,48072.0,10.57,14.55,100.0,0.0,0.0,21.5,27.5,100.0,
36.090,2766,-1244,91.6,129.4,4.9,11,11.22,14.50,1.63,7.5,24.0,100.0,100.0,100.0,100.0,100.0,20.7,0.0,0.89,43.02,14.62,118.6,131.2,0.00,48384.0,10.53,14.55,100.0,0.0,0.0,21.5,27.5,100.0,
36.100,2987,10000,91.6,127.6,5.0,8,11.30,13.80,1.44,7.2,25.8,100.0,100.0,100.0,100.0,100.0,21.5,0.0,0.86,42.84,14.59,118.6,131.2,0.00,47768.0,10.53,14.55,100.0,0.0,0.0,20.5,29.5,100.0,
36.110,2987,10000,91.6,129.4,4.7,-25,10.88,13.60,1.44,7.2,25.8,100.0,100.0,100.0,100.0,100.0,21.5,0.0,0.77,42.57,14.55,118.6,131.2,0.00,47312.0,10.57,14.55,100.0,0.0,0.0,20.5,29.5,100.0,
36.120,2940,-2303,91.6,129.4,4.8,9,10.87,14.70,1.64,8.0,26.8,100.0,100.0,100.0,100.0,100.0,21.0,0.0,0.76,41.40,14.57,118.6,131.2,0.00,48224.0,10.58,14.55,100.0,0.0,0.0,20.5,29.0,100.0,
36.130,2940,-2303,91.6,127.6,5.0,16,11.08,15.20,1.64,8.0,26.8,100.0,100.0,100.0,100.0,100.0,21.0,0.0,1.00,43.42,14.67,118.6,131.2,0.00,48856.0,10.54,14.55,100.0,0.0,0.0,20.5,29.0,100.0,
36.141,3089,7673,91.6,129.4,4.8,-16,11.10,14.10,1.40,7.2,28.7,100.0,100.0,100.0,100.0,100.0,21.5,0.0,0.87,42.72,14.53,118.6,131.2,0.00,48224.0,10.58,14.55,100.0,0.0,0.0,20.0,30.0,100.0,
36.150,3089,7673,91.6,129.4,4.7,-9,10.69,13.80,1.40,7.2,28.7,100.0,100.0,100.0,100.0,100.0,21.5,0.0,0.78,41.34,14.57,118.6,131.2,0.00,47616.0,10.55,14.55,100.0,0.0,0.0,20.0,30.0,100.0,
36.160,3067,-1124,91.6,127.6,5.0,30,10.75,13.80,1.62,8.3,29.9,100.0,100.0,100.0,100.0,100.0,21.0,0.0,0.95,41.70,14.64,118.6,131.2,0.00,49176.0,10.51,14.55,100.0,0.0,0.0,20.0,30.0,100.0,
36.170,3067,-1124,91.6,129.4,4.9,-13,10.94,15.50,1.62,8.3,29.9,100.0,100.0,100.0,100.0,100.0,21.0,0.0,1.02,42.25,14.61,118.6,131.2,0.00,49504.0,10.53,14.55,100.0,0.0,0.0,20.0,30.0,100.0,
36.180,3262,10000,91.6,129.4,4.7,-17,10.79,14.50,1.40,7.6,31.9,100.0,100.0,100.0,100.0,100.0,21.8,0.0,0.75,42.65,14.54,118.6,131.2,0.00,49016.0,10.53,14.49,100.0,0.0,0.0,20.0,30.0,100.0,
36.190,3262,10000,91.6,129.4,4.9,19,10.55,13.90,1.40,7.6,31.9,100.0,100.0,100.0,100.0,100.0,21.8,0.0,0.88,41.75,14.60,118.6,131.2,0.00,48384.0,10.44,14.49,100.0,0.0,0.0,20.0,30.0,100.0,
36.201,3184,-4139,91.6,129.4,4.9,3,10.59,13.70,1.62,8.6,33.1,100.0,100.0,100.0,100.0,100.0,21.1,0.0,0.96,41.84,14.63,118.6,131.2,0.00,50504.0,10.42,14.54,100.0,0.0,0.0,20.0,30.0,100.0,
36.210,3184,-4139,91.6,129.4,4.7,-19,10.80,13.60,1.62,8.6,33.1,100.0,100.0,100.0,100.0,100.0,21.1,0.0,0.83,42.84,14.66,118.6,131.2,0.00,50000.0,10.45,14.54,100.0,0.0,0.0,20.0,30.0,100.0,
36.220,3251,3631,91.6,129.4,4.9,11,10.53,13.70,1.64,8.9,34.4,100.0,100.0,100.0,100.0,100.0,21.6,0.0,0.71,42.17,14.63,118.6,131.2,0.00,49336.0,10.36,14.49,100.0,0.0,0.0,20.0,30.0,100.0,
36.230,3201,3631,91.6,127.6,5.0,11,10.44,13.60,1.64,8.9,34.4,100.0,100.0,100.0,100.0,100.0,21.6,0.0,0.91,43.40,14.61,118.6,131.2,0.00,49664.0,10.33,14.49,100.0,0.0,0.0,20.0,30.0,100.0,
36.240,3201,-2667,91.6,129.4,4.8,-19,10.49,14.30,1.69,9.0,35.2,100.0,100.0,100.0,100.0,100.0,21.1,0.0,0.89,41.02,14.62,118.6,131.2,0.00,50840.0,10.33,14.52,100.0,0.0,0.0,20.0,30.0,100.0,
36.250,3329,7103,91.6,129.4,4.9,8,10.66,14.70,1.54,8.5,36.3,100.0,100.0,100.0,100.0,100.0,21.5,0.0,0.74,42.57,14.63,118.6,131.2,0.00,50328.0,10.32,14.45,100.0,0.0,0.0,20.0,30.0,100.0,
36.260,3329,7103,91.6,127.6,5.0,11,10.33,13.90,1.54,8.5,36.3,100.0,100.0,100.0,100.0,100.0,21.5,0.0,0.79,42.45,14.70,118.6,131.2,0.00,49664.0,10.23,14.45,100.0,0.0,0.0,20.0,30.0,100.0,
36.270,3215,-6108,91.6,129.4,4.9,-8,10.31,13.70,1.65,8.8,36.7,100.0,100.0,100.0,100.0,100.0,21.2,0.0,0.86,41.22,14.65,118.6,131.2,0.00,49504.0,10.28,14.52,100.0,0.0,0.0,20.0,30.0,100.0,
36.280,3215,-6108,91.6,129.4,4.7,-17,10.42,13.70,1.65,8.8,36.7,100.0,100.0,100.0,100.0,100.0,21.2,0.0,0.77,42.15,14.60,118.6,131.2,0.00,50504.0,10.28,14.52,100.0,0.0,0.0,20.0,30.0,100.0,
36.290,3188,-1434,91.6,129.4,4.9,22,10.59,13.60,1.68,8.9,36.9,100.0,100.0,100.0,100.0,100.0,21.1,0.0,0.78,42.17,14.64,118.6,131.2,0.00,49664.0,10.22,14.54,100.0,0.0,0.0,20.0,30.0,100.0,
36.300,3188,-1434,91.6,129.4,5.0,3,10.32,13.50,1.68,8.9,36.9,100.0,100.0,100.0,100.0,100.0,21.1,0.0,0.85,41.02,14.67,118.6,131.2,0.00,49176.0,10.19,14.54,100.0,0.0,0.0,20.0,30.0,100.0,
36.310,3110,-4043,91.6,129.4,4.7,-25,10.30,13.60,1.72,8.9,36.6,100.0,100.0,100.0,100.0,100.0,20.9,0.0,0.77,41.40,14.60,118.6,131.2,0.00,50160.0,10.25,14.55,100.0,0.0,0.0,20.0,30.0,100.0,
36.320,3110,-4043,91.6,129.4,4.9,17,10.52,13.60,1.72,8.9,36.6,100.0,100.0,100.0,100.0,100.0,20.9,0.0,0.86,41.63,14.70,118.6,131.2,0.00,50840.0,10.17,14.55,100.0,0.0,0.0,20.0,30.0,100.0,
36.330,3170,3170,91.6,127.6,5.0,11,10.49,13.50,1.68,8.9,36.8,100.0,100.0,100.0,100.0,100.0,21.0,0.0,0.89,42.40,14.68,118.6,131.2,0.00,50160.0,10.16,14.55,100.0,0.0,0.0,20.0,30.0,100.0,
36.340,3170,3170,91.6,129.4,4.7,-28,10.24,13.50,1.68,8.9,36.8,100.0,100.0,100.0,100.0,100.0,21.0,0.0,0.86,41.77,14.57,118.6,131.2,0.00,49504.0,10.20,14.55,100.0,0.0,0.0,20.0,30.0,100.0,
36.350,3042,-6489,91.6,129.4,4.8,9,10.30,13.60,1.74,8.8,36.1,100.0,100.0,100.0,100.0,100.0,20.7,0.0,0.80,41.67,14.62,118.6,131.2,0.00,49664.0,10.19,14.55,100.0,0.0,0.0,20.0,30.0,100.0,
36.360,3042,-6489,91.6,127.6,5.0,16,10.60,13.50,1.74,8.8,36.1,100.0,100.0,100.0,100.0,100.0,20.7,0.0,0.94,42.02,14.70,118.6,131.2,0.00,49832.0,10.14,14.55,100.0,0.0,0.0,20.0,30.0,100.0,
36.370,3004,-1903,91.6,129.4,4.8,-16,10.42,13.50,1.68,8.4,35.3,100.0,100.0,100.0,100.0,100.0,20.7,0.0,0.75,42.05,14.59,118.6,131.2,0.00,49176.0,10.17,14.55,100.0,0.0,0.0,20.5,30.0,100.0,
36.380,3004,-1903,91.6,129.4,4.7,-6,10.21,13.60,1.68,8.4,35.3,100.0,100.0,100.0,100.0,100.0,20.7,0.0,0.79,41.77,14.56,118.6,131.2,0.00,48696.0,10.16,14.55,100.0,0.0,0.0,20.5,30.0,100.0,
36.390,2884,-5769,91.6,129.4,5.0,25,10.35,14.80,1.72,8.3,33.9,100.0,100.0,100.0,100.0,100.0,20.4,0.0,0.87,42.09,14.62,118.6,131.2,0.00,49504.0,10.13,14.55,100.0,0.0,0.0,21.0,28.5,100.0,
36.400,2884,-5769,91.6,129.4,4.9,-11,10.61,14.20,1.72,8.3,33.9,100.0,100.0,100.0,100.0,100.0,20.4,0.0,0.96,41.92,14.66,118.6,131.2,0.00,50160.0,10.13,14.55,100.0,0.0,0.0,21.0,28.5,100.0,
36.410,2860,-1144,91.6,129.4,4.7,-17,10.60,13.80,1.55,7.4,32.6,100.0,100.0,100.0,100.0,100.0,20.4,0.0,0.68,42.38,14.59,118.6,131.2,0.00,49504.0,10.16,14.55,100.0,0.0,0.0,21.0,28.5,100.0,
36.420,2860,-1144,91.6,129.4,4.9,22,10.40,13.70,1.55,7.4,32.6,100.0,100.0,100.0,100.0,100.0,20.4,0.0,0.87,41.88,14.64,118.6,131.2,0.00,48856.0,10.10,14.55,100.0,0.0,0.0,21.0,28.5,100.0,
36.430,2678,-8125,91.6,129.4,4.9,-5,10.51,13.60,1.66,7.4,30.4,100.0,100.0,100.0,100.0,100.0,19.9,0.0,0.81,41.50,14.62,118.6,131.2,0.00,48224.0,10.17,14.55,100.0,0.0,0.0,22.0,26.5,100.0,
36.440,2678,-8125,91.6,129.4,4.7,-17,10.66,13.60,1.66,7.4,30.4,100.0,100.0,100.0,100.0,100.0,19.9,0.0,0.79,42.80,14.56,118.6,131.2,0.00,48536.0,10.19,14.55,100.0,0.0,0.0,22.0,26.5,100.0,
36.450,2678,-8125,91.6,129.4,4.9,14,11.00,13.60,1.66,7.4,30.4,100.0,100.0,100.0,100.0,100.0,19.9,0.0,0.76,42.80,14.57,118.6,131.2,0.00,47920.0,10.17,14.55,100.0,0.0,0.0,22.0,26.5,100.0,
36.460,2557,-5158,91.6,129.4,5.0,11,10.66,13.50,1.62,6.9,28.4,100.0,100.0,100.0,100.0,100.0,20.1,0.0,0.83,42.50,14.63,118.6,131.2,0.00,47464.0,10.13,14.55,100.0,0.0,0.0,22.5,25.5,100.0,
36.472,2557,-5158,91.6,129.4,4.8,-16,10.64,13.50,1.62,6.9,28.4,100.0,100.0,100.0,100.0,100.0,20.1,0.0,0.87,41.40,14.51,118.6,131.2,0.00,47016.0,10.20,14.55,100.0,0.0,0.0,22.5,25.5,100.0,
36.480,2543,-593,91.6,129.4,4.8,0,10.78,13.70,1.65,7.0,26.7,100.0,100.0,100.0,100.0,100.0,19.6,0.0,0.85,42.67,14.52,118.6,131.2,0.00,48696.0,10.20,14.55,100.0,0.0,0.0,22.5,25.0,100.0,
36.490,2543,-593,91.6,129.4,5.0,16,11.11,13.90,1.65,7.0,26.7,100.0,100.0,100.0,100.0,100.0,19.6,0.0,1.08,42.50,14.65,118.6,131.2,0.00,49016.0,10.13,14.55,100.0,0.0,0.0,22.5,25.0,100.0,
36.500,2799,10000,91.6,129.4,4.8,-14,11.09,13.70,1.55,7.2,26.6,100.0,100.0,100.0,100.0,100.0,20.9,0.0,0.81,42.84,14.61,118.6,131.2,0.00,48536.0,10.17,14.55,100.0,0.0,0.0,21.5,27.5,100.0,
36.510,2799,10000,91.6,129.4,4.7,-11,10.75,13.60,1.55,7.2,26.6,100.0,100.0,100.0,100.0,100.0,20.9,0.0,0.82,43.20,14.57,118.6,131.2,0.00,48072.0,10.19,14.55,100.0,0.0,0.0,21.5,27.5,100.0,
36.521,2611,-8182,91.6,129.4,5.0,25,10.86,13.50,1.63,7.1,25.5,100.0,100.0,100.0,100.0,100.0,20.0,0.0,0.85,41.82,14.63,118.6,131.2,0.00,47464.0,10.17,14.55,100.0,0.0,0.0,22.5,26.0,100.0,
36.530,2611,-8182,91.6,129.4,4.9,-8,11.02,13.50,1.63,7.1,25.5,100.0,100.0,100.0,100.0,100.0,20.0,0.0,0.91,42.25,14.56,118.6,131.2,0.00,47768.0,10.20,14.55,100.0,0.0,0.0,22.5,26.0,100.0,
36.540,2611,-8182,91.6,129.4,4.7,-17,11.33,13.50,1.63,7.1,25.5,100.0,100.0,100.0,100.0,100.0,20.0,0.0,0.80,43.25,14.53,118.6,131.2,0.00,47312.0,10.25,14.55,100.0,0.0,0.0,22.5,26.0,100.0,
36.550,2491,-4982,91.6,129.4,4.9,17,11.04,13.50,1.62,6.7,24.3,100.0,100.0,100.0,100.0,100.0,20.3,0.0,0.79,43.07,14.56,118.6,131.2,0.00,46728.0,10.20,14.52,100.0,0.0,0.0,23.0,24.5,100.0,
36.560,2491,-4982,91.6,129.4,5.0,11,11.00,13.50,1.62,6.7,24.3,100.0,100.0,100.0,100.0,100.0,20.3,0.0,1.05,42.17,14.54,118.6,131.2,0.00,46152.0,10.17,14.52,100.0,0.0,0.0,23.0,24.5,100.0,
36.570,2369,-4817,91.6,129.4,4.7,-28,11.05,13.50,1.63,6.4,23.0,100.0,100.0,100.0,100.0,100.0,19.5,0.0,0.78,42.50,14.48,118.6,131.2,0.00,46576.0,10.26,14.55,100.0,0.0,0.0,23.5,23.5,100.0,
36.580,2369,-4817,91.6,129.4,4.8,9,11.25,13.60,1.63,6.4,23.0,100.0,100.0,100.0,100.0,100.0,19.5,0.0,0.88,42.42,14.54,118.6,131.2,0.00,48384.0,10.20,14.55,100.0,0.0,0.0,23.5,23.5,100.0,
36.590,2369,-4817,91.6,129.4,5.0,19,11.69,13.50,1.63,6.4,23.0,100.0,100.0,100.0,100.0,100.0,19.5,0.0,0.96,43.90,14.64,118.6,131.2,0.00,47768.0,10.22,14.55,100.0,0.0,0.0,23.5,23.5,100.0,
36.600,2394,997,91.6,129.4,4.8,-22,11.32,13.50,1.65,6.6,22.1,100.0,100.0,100.0,100.0,100.0,20.2,0.0,0.86,43.02,14.55,118.6,131.2,0.00,47312.0,10.25,14.24,100.0,0.0,0.0,23.5,23.5,100.0,
36.610,2394,997,91.6,129.4,4.7,-3,11.14,13.50,1.65,6.6,22.1,100.0,100.0,100.0,100.0,100.0,20.2,0.0,0.90,42.50,14.50,118.6,131.2,0.00,46728.0,10.23,14.24,100.0,0.0,0.0,23.5,23.5,100.0,
36.620,2268,997,91.6,129.4,5.0,22,11.28,13.50,1.65,6.6,22.1,100.0,100.0,100.0,100.0,100.0,20.2,0.0,0.87,42.72,14.56,118.6,131.2,0.00,46432.0,10.23,14.24,100.0,0.0,0.0,24.0,22.5,100.0,
36.630,2268,-4764,91.6,129.4,4.9,-11,11.43,13.50,1.63,6.2,21.0,100.0,100.0,100.0,100.0,100.0,19.5,0.0,0.99,43.45,14.53,118.6,131.2,0.00,47016.0,10.23,14.55,100.0,0.0,0.0,24.0,22.5,100.0,
36.640,2268,-4764,91.6,129.4,4.7,-14,11.72,13.50,1.63,6.2,21.0,100.0,100.0,100.0,100.0,100.0,19.5,0.0,0.80,43.59,14.53,118.6,131.2,0.00,46576.0,10.28,14.55,100.0,0.0,0.0,24.0,22.5,100.0,
36.650,2330,2407,91.6,129.4,4.9,22,11.51,13.50,1.66,6.4,20.3,100.0,100.0,100.0,100.0,100.0,20.0,0.0,0.78,43.47,14.56,118.6,131.2,0.00,46008.0,10.23,14.21,100.0,0.0,0.0,23.5,23.0,100.0,
36.660,2330,2407,91.6,129.4,4.9,0,11.25,13.50,1.66,6.4,20.3,100.0,100.0,100.0,100.0,100.0,20.0,0.0,0.99,42.72,14.50,118.6,131.2,0.00,45592.0,10.23,14.21,100.0,0.0,0.0,23.5,23.0,100.0,
36.670,2330,2407,91.6,129.4,4.7,-22,11.26,13.50,1.66,6.4,20.3,100.0,100.0,100.0,100.0,100.0,20.0,0.0,0.78,42.55,14.46,118.6,131.2,0.00,45448.0,10.29,14.21,100.0,0.0,0.0,23.5,23.0,100.0,
36.680,2375,1781,91.6,129.4,4.9,14,11.40,14.80,1.62,6.4,19.9,100.0,100.0,100.0,100.0,100.0,19.8,0.0,0.96,41.75,14.53,118.6,131.2,0.00,47312.0,10.23,14.55,100.0,0.0,0.0,23.5,23.5,100.0,
36.690,2375,1781,91.6,129.4,5.0,11,11.73,15.20,1.62,6.4,19.9,100.0,100.0,100.0,100.0,100.0,19.8,0.0,0.98,44.63,14.59,118.6,131.2,0.00,46872.0,10.23,14.55,100.0,0.0,0.0,23.5,23.5,100.0,
36.700,2846,10000,91.6,129.4,4.8,-19,11.30,14.00,1.40,6.6,21.6,100.0,100.0,100.0,100.0,100.0,21.5,0.0,0.76,42.80,14.52,118.6,131.2,0.00,46296.0,10.23,14.21,100.0,0.0,0.0,21.0,28.0,100.0,
36.710,2846,10000,91.6,129.4,4.9,8,11.11,13.70,1.40,6.6,21.6,100.0,100.0,100.0,100.0,100.0,21.5,0.0,0.78,43.07,14.48,118.6,131.2,0.00,45592.0,10.26,14.21,100.0,0.0,0.0,21.0,28.0,100.0,
36.720,2692,-6910,91.6,129.4,5.0,11,11.22,14.00,1.58,7.1,21.9,100.0,100.0,100.0,100.0,100.0,20.7,0.0,0.83,42.63,14.51,118.6,131.2,0.00,45728.0,10.26,14.55,100.0,0.0,0.0,22.0,26.5,100.0,
36.730,2692,-6910,91.6,129.4,4.8,-16,11.40,13.70,1.58,7.1,21.9,100.0,100.0,100.0,100.0,100.0,20.7,0.0,0.96,44.27,14.54,118.6,131.2,0.00,46576.0,10.26,14.55,100.0,0.0,0.0,22.0,26.5,100.0,
36.740,2635,-2504,91.6,129.4,4.7,-9,11.46,13.70,1.58,6.9,21.9,100.0,100.0,100.0,100.0,100.0,20.8,0.0,0.71,43.52,14.45,118.6,131.2,0.00,46152.0,10.32,14.46,100.0,0.0,0.0,22.0,26.0,100.0,
36.750,2635,-2504,91.6,129.4,5.0,25,11.16,13.60,1.58,6.9,21.9,100.0,100.0,100.0,100.0,100.0,20.8,0.0,0.96,42.77,14.54,118.6,131.2,0.00,45728.0,10.26,14.46,100.0,0.0,0.0,22.0,26.0,100.0,
36.761,2664,1288,91.6,129.4,4.9,-8,11.23,13.60,1.60,7.1,22.0,100.0,100.0,100.0,100.0,100.0,20.7,0.0,0.90,42.65,14.53,118.6,131.2,0.00,46296.0,10.33,14.55,100.0,0.0,0.0,22.0,26.5,100.0,
36.770,2664,1288,91.6,129.4,4.7,-14,11.35,14.50,1.60,7.1,22.0,100.0,100.0,100.0,100.0,100.0,20.7,0.0,0.91,41.59,14.48,118.6,133.0,0.00,47312.0,10.35,14.55,100.0,0.0,0.0,22.0,26.5,100.0,
36.781,3010,10000,91.6,129.4,4.9,16,11.64,14.80,1.43,7.2,24.3,100.0,100.0,100.0,100.0,100.0,21.6,0.0,0.91,44.07,14.56,118.6,131.2,0.00,46728.0,10.33,14.51,100.0,0.0,0.0,20.5,30.0,100.0,
36.790,3010,10000,91.6,129.4,5.0,6,11.18,13.90,1.43,7.2,24.3,100.0,100.0,100.0,100.0,100.0,21.6,0.0,0.96,41.63,14.59,118.6,131.2,0.00,46296.0,10.30,14.51,100.0,0.0,0.0,20.5,30.0,100.0,
36.800,2945,10000,91.6,129.4,4.8,-19,11.03,14.20,1.43,7.2,24.3,100.0,100.0,100.0,100.0,100.0,21.6,0.0,0.80,42.59,14.46,118.6,131.2,0.00,46432.0,10.41,14.51,100.0,0.0,0.0,20.5,29.0,100.0,
36.810,2945,-3190,91.6,129.4,4.8,5,11.11,15.30,1.52,7.5,25.7,100.0,100.0,100.0,100.0,100.0,21.2,0.0,0.88,41.65,14.53,118.6,131.2,0.00,47920.0,10.36,14.55,100.0,0.0,0.0,20.5,29.0,100.0,
36.825,3063,6025,91.6,129.4,5.0,14,11.34,14.20,1.40,7.1,27.6,100.0,100.0,100.0,100.0,100.0,21.5,0.0,0.92,43.97,14.60,118.6,131.2,0.00,47168.0,10.36,14.55,100.0,0.0,0.0,20.0,30.0,100.0,
36.830,3063,6025,91.6,129.4,4.8,-19,10.91,13.70,1.40,7.1,27.6,100.0,100.0,100.0,100.0,100.0,21.5,0.0,0.81,41.02,14.55,118.6,131.2,0.00,46872.0,10.38,14.55,100.0,0.0,0.0,20.0,30.0,100.0,
36.841,2996,-3345,91.6,129.4,4.7,-3,10.82,13.70,1.62,8.1,28.6,100.0,100.0,100.0,100.0,100.0,21.1,0.0,0.71,42.67,14.50,118.6,133.0,0.00,47464.0,10.41,14.55,100.0,0.0,0.0,20.5,29.5,100.0,
36.850,2996,-3345,91.6,129.4,5.0,25,10.96,14.50,1.62,8.1,28.6,100.0,100.0,100.0,100.0,100.0,21.1,0.0,0.93,42.67,14.60,118.6,131.2,0.00,49016.0,10.35,14.55,100.0,0.0,0.0,20.5,29.5,100.0,
36.861,3115,6178,91.6,129.4,4.9,-14,11.16,14.70,1.48,7.7,30.2,100.0,100.0,100.0,100.0,100.0,21.4,0.0,0.83,43.97,14.59,118.6,131.2,0.00,48072.0,10.36,14.55,100.0,0.0,0.0,20.0,30.0,100.0,
36.870,3115,6178,91.6,129.4,4.7,-14,10.70,14.00,1.48,7.7,30.2,100.0,100.0,100.0,100.0,100.0,21.4,0.0,0.70,41.70,14.57,118.6,133.0,0.00,47768.0,10.36,14.55,100.0,0.0,0.0,20.0,30.0,100.0,
36.880,3072,-2202,91.6,129.4,5.0,25,10.69,14.30,1.58,8.1,31.1,100.0,100.0,100.0,100.0,100.0,21.0,0.0,0.81,42.25,14.61,118.6,131.2,0.00,48384.0,10.32,14.55,100.0,0.0,0.0,20.0,30.0,100.0,
36.890,3072,-2202,91.6,129.4,4.9,-3,10.81,16.20,1.58,8.1,31.1,100.0,100.0,100.0,100.0,100.0,21.0,0.0,1.01,41.80,14.62,118.6,131.2,0.00,49504.0,10.33,14.55,100.0,0.0,0.0,20.0,30.0,100.0,
36.901,3231,8563,91.6,129.4,4.7,-22,10.91,15.10,1.40,7.5,32.7,100.0,100.0,100.0,100.0,100.0,21.6,0.0,0.76,43.07,14.52,118.6,133.0,0.00,48696.0,10.36,14.51,100.0,0.0,0.0,20.0,30.0,100.0,
36.910,3231,8563,91.6,129.4,4.9,17,10.53,14.00,1.40,7.5,32.7,100.0,100.0,100.0,100.0,100.0,21.6,0.0,0.82,41.50,14.63,118.6,131.2,0.00,48224.0,10.29,14.51,100.0,0.0,0.0,20.0,30.0,100.0,
36.920,3196,-1864,91.6,129.4,5.0,13,10.54,14.70,1.60,8.5,33.9,100.0,100.0,100.0,100.0,100.0,21.1,0.0,0.96,41.34,14.65,118.6,131.2,0.00,49336.0,10.29,14.52,100.0,0.0,0.0,20.0,30.0,100.0,
36.930,3196,-1864,91.6,129.4,4.8,-24,10.71,15.90,1.60,8.5,33.9,100.0,100.0,100.0,100.0,100.0,21.1,0.0,0.98,42.84,14.60,118.6,133.0,0.00,49832.0,10.32,14.52,100.0,0.0,0.0,20.0,30.0,100.0,
36.940,3348,8482,91.6,129.4,4.8,3,10.61,14.50,1.40,7.8,35.4,100.0,100.0,100.0,100.0,100.0,21.8,0.0,0.76,42.67,14.60,118.6,133.0,0.00,49176.0,10.28,14.44,100.0,0.0,0.0,20.0,30.0,100.0,
36.950,3348,8482,91.6,129.4,5.0,16,10.39,13.80,1.40,7.8,35.4,100.0,100.0,100.0,100.0,100.0,21.8,0.0,0.96,41.40,14.65,118.6,131.2,0.00,48536.0,10.23,14.44,100.0,0.0,0.0,20.0,30.0,100.0,
36.960,3269,-4304,91.6,129.4,4.8,-16,10.42,14.00,1.65,9.0,36.3,100.0,100.0,100.0,100.0,100.0,21.3,0.0,0.87,41.50,14.62,118.6,133.0,0.00,50504.0,10.28,14.48,100.0,0.0,0.0,20.0,30.0,100.0,
36.970,3323,-4304,91.6,129.4,4.7,-9,10.61,14.40,1.65,9.0,36.3,100.0,100.0,100.0,100.0,100.0,21.3,0.0,0.76,43.05,14.66,118.6,133.0,0.00,50160.0,10.29,14.48,100.0,0.0,0.0,20.0,30.0,100.0,
36.980,3323,2991,91.6,129.4,5.0,25,10.37,13.80,1.50,8.3,37.2,100.0,100.0,100.0,100.0,100.0,21.6,0.0,0.80,41.50,14.68,118.6,131.2,0.00,49504.0,10.17,14.45,100.0,0.0,0.0,20.0,30.0,100.0,
36.990,3207,2991,91.6,129.4,4.9,-8,10.28,13.70,1.50,8.3,37.2,100.0,100.0,100.0,100.0,100.0,21.6,0.0,0.86,42.25,14.59,118.6,131.2,0.00,49336.0,10.22,14.45,100.0,0.0,0.0,20.0,30.0,100.0,
37.000,3207,-6200,91.6,129.4,4.7,-17,10.36,13.70,1.70,9.1,37.4,100.0,100.0,100.0,100.0,100.0,21.1,0.0,0.79,40.80,14.59,118.6,133.0,0.00,50504.0,10.23,14.52,100.0,0.0,0.0,20.0,30.0,100.0,
37.010,3177,-1588,91.6,129.4,4.9,22,10.64,13.60,1.69,8.9,37.4,100.0,100.0,100.0,100.0,100.0,21.0,0.0,0.74,42.38,14.65,118.6,131.2,0.00,49832.0,10.19,14.54,100.0,0.0,0.0,20.0,30.0,100.0,
37.020,3177,-1588,91.6,129.4,4.9,0,10.30,13.50,1.69,8.9,37.4,100.0,100.0,100.0,100.0,100.0,21.0,0.0,0.84,42.40,14.68,118.6,131.2,0.00,49336.0,10.14,14.54,100.0,0.0,0.0,20.0,30.0,100.0,
